1,Time,Displacement,Force
"","5.7400","0.9549","0.6534"
"","5.7600","0.9584","0.6536"
"","5.7800","0.9616","0.6539"
"","5.8000","0.9649","0.6543"
"","5.8200","0.9684","0.6549"
"","5.8400","0.9717","0.6552"
"","5.8600","0.9749","0.6549"
"","5.8800","0.9783","0.6546"
"","5.9000","0.9818","0.6548"
"","5.9200","0.9850","0.6556"
"","5.9400","0.9883","0.6557"
"","5.9600","0.9918","0.6558"
"","5.9800","0.9951","0.6563"
"","6.0000","0.9982","0.6561"
"","6.0200","1.0017","0.6557"
"","6.0400","1.0051","0.6561"
"","6.0600","1.0083","0.6566"
"","6.0800","1.0116","0.6565"
"","6.1000","1.0150","0.6567"
"","6.1200","1.0184","0.6573"
"","6.1400","1.0216","0.6573"
"","6.1600","1.0251","0.6574"
"","6.1800","1.0284","0.6578"
"","6.2000","1.0317","0.6583"
"","6.2200","1.0349","0.6583"
"","6.2400","1.0383","0.6581"
"","6.2600","1.0417","0.6583"
"","6.2800","1.0449","0.6589"
"","6.3000","1.0483","0.6587"
"","6.3200","1.0518","0.6583"
"","6.3400","1.0551","0.6589"
"","6.3600","1.0583","0.6594"
"","6.3800","1.0617","0.6596"
"","6.4000","1.0651","0.6597"
"","6.4200","1.0684","0.6597"
"","6.4400","1.0717","0.6595"
"","6.4600","1.0751","0.6596"
"","6.4800","1.0784","0.6599"
"","6.5000","1.0816","0.6598"
"","6.5200","1.0850","0.6599"
"","6.5400","1.0884","0.6605"
"","6.5600","1.0917","0.6609"
"","6.5800","1.0949","0.6608"
"","6.6000","1.0984","0.6610"
"","6.6200","1.1018","0.6611"
"","6.6400","1.1049","0.6613"
"","6.6600","1.1083","0.6612"
"","6.6800","1.1118","0.6614"
"","6.7000","1.1151","0.6619"
"","6.7200","1.1183","0.6621"
"","6.7400","1.1217","0.6621"
"","6.7600","1.1251","0.6621"
"","6.7800","1.1282","0.6621"
"","6.8000","1.1316","0.6619"
"","6.8200","1.1350","0.6622"
"","6.8400","1.1384","0.6628"
"","6.8600","1.1416","0.6630"
"","6.8800","1.1450","0.6630"
"","6.9000","1.1484","0.6629"
"","6.9200","1.1517","0.6629"
"","6.9400","1.1550","0.6631"
"","6.9600","1.1584","0.6635"
"","6.9800","1.1618","0.6641"
"","7.0000","1.1649","0.6642"
"","7.0200","1.1684","0.6637"
"","7.0400","1.1718","0.6642"
"","7.0600","1.1750","0.6644"
"","7.0800","1.1783","0.6646"
"","7.1000","1.1817","0.6649"
"","7.1200","1.1851","0.6656"
"","7.1400","1.1883","0.6659"
"","7.1600","1.1916","0.6658"
"","7.1800","1.1951","0.6661"
"","7.2000","1.1984","0.6667"
"","7.2200","1.2016","0.6663"
"","7.2400","1.2051","0.6663"
"","7.2600","1.2084","0.6668"
"","7.2800","1.2117","0.6673"
"","7.3000","1.2151","0.6670"
"","7.3200","1.2184","0.6669"
"","7.3400","1.2217","0.6671"
"","7.3600","1.2249","0.6672"
"","7.3800","1.2283","0.6673"
"","7.4000","1.2317","0.6677"
"","7.4200","1.2349","0.6685"
"","7.4400","1.2383","0.6686"
"","7.4600","1.2416","0.6690"
"","7.4800","1.2451","0.6689"
"","7.5000","1.2483","0.6690"
"","7.5200","1.2517","0.6692"
"","7.5400","1.2551","0.6698"
"","7.5600","1.2584","0.6703"
"","7.5800","1.2617","0.6700"
"","7.6000","1.2651","0.6704"
"","7.6200","1.2684","0.6705"
"","7.6400","1.2716","0.6707"
"","7.6600","1.2750","0.6706"
"","7.6800","1.2784","0.6711"
"","7.7000","1.2818","0.6712"
"","7.7200","1.2849","0.6714"
"","7.7400","1.2883","0.6712"
"","7.7600","1.2917","0.6714"
"","7.7800","1.2949","0.6718"
"","7.8000","1.2983","0.6717"
"","7.8200","1.3017","0.6719"
"","7.8400","1.3051","0.6724"
"","7.8600","1.3082","0.6725"
"","7.8800","1.3116","0.6727"
"","7.9000","1.3151","0.6730"
"","7.9200","1.3183","0.6731"
"","7.9400","1.3216","0.6729"
"","7.9600","1.3250","0.6733"
"","7.9800","1.3284","0.6738"
"","8.0000","1.3316","0.6736"
"","8.0200","1.3350","0.6736"
"","8.0400","1.3384","0.6739"
"","8.0600","1.3417","0.6744"
"","8.0800","1.3450","0.6746"
"","8.1000","1.3483","0.6748"
"","8.1200","1.3518","0.6750"
"","8.1400","1.3549","0.6749"
"","8.1600","1.3583","0.6751"
"","8.1800","1.3617","0.6755"
"","8.2000","1.3651","0.6761"
"","8.2200","1.3683","0.6760"
"","8.2400","1.3716","0.6759"
"","8.2600","1.3751","0.6762"
"","8.2800","1.3783","0.6765"
"","8.3000","1.3816","0.6764"
"","8.3200","1.3851","0.6769"
"","8.3400","1.3884","0.6772"
"","8.3600","1.3916","0.6773"
"","8.3800","1.3951","0.6772"
"","8.4000","1.3984","0.6774"
"","8.4200","1.4017","0.6778"
"","8.4400","1.4050","0.6781"
"","8.4600","1.4084","0.6780"
"","8.4800","1.4118","0.6778"
"","8.5000","1.4149","0.6778"
"","8.5200","1.4183","0.6779"
"","8.5400","1.4218","0.6789"
"","8.5600","1.4251","0.6794"
"","8.5800","1.4283","0.6791"
"","8.6000","1.4317","0.6791"
"","8.6200","1.4351","0.6794"
"","8.6400","1.4383","0.6794"
"","8.6600","1.4416","0.6796"
"","8.6800","1.4451","0.6799"
"","8.7000","1.4484","0.6799"
"","8.7200","1.4516","0.6803"
"","8.7400","1.4550","0.6805"
"","8.7600","1.4584","0.6807"
"","8.7800","1.4617","0.6811"
"","8.8000","1.4651","0.6811"
"","8.8200","1.4684","0.6810"
"","8.8400","1.4718","0.6810"
"","8.8600","1.4749","0.6810"
"","8.8800","1.4783","0.6809"
"","8.9000","1.4818","0.6813"
"","8.9200","1.4849","0.6820"
"","8.9400","1.4883","0.6820"
"","8.9600","1.4917","0.6819"
"","8.9800","1.4951","0.6827"
"","9.0000","1.4983","0.6830"
"","9.0200","1.5016","0.6829"
"","9.0400","1.5050","0.6835"
"","9.0600","1.5083","0.6839"
"","9.0800","1.5116","0.6836"
"","9.1000","1.5151","0.6837"
"","9.1200","1.5184","0.6845"
"","9.1400","1.5216","0.6846"
"","9.1600","1.5251","0.6844"
"","9.1800","1.5284","0.6851"
"","9.2000","1.5317","0.6855"
"","9.2200","1.5350","0.6851"
"","9.2400","1.5384","0.6848"
"","9.2600","1.5418","0.6848"
"","9.2800","1.5449","0.6854"
"","9.3000","1.5484","0.6857"
"","9.3200","1.5517","0.6857"
"","9.3400","1.5551","0.6861"
"","9.3600","1.5583","0.6865"
"","9.3800","1.5617","0.6865"
"","9.4000","1.5651","0.6868"
"","9.4200","1.5683","0.6869"
"","9.4400","1.5716","0.6868"
"","9.4600","1.5750","0.6871"
"","9.4800","1.5784","0.6877"
"","9.5000","1.5816","0.6878"
"","9.5200","1.5850","0.6877"
"","9.5400","1.5884","0.6879"
"","9.5600","1.5917","0.6881"
"","9.5800","1.5949","0.6886"
"","9.6000","1.5983","0.6887"
"","9.6200","1.6018","0.6886"
"","9.6400","1.6049","0.6888"
"","9.6600","1.6083","0.6890"
"","9.6800","1.6116","0.6892"
"","9.7000","1.6150","0.6896"
"","9.7200","1.6182","0.6897"
"","9.7400","1.6216","0.6898"
"","9.7600","1.6251","0.6899"
"","9.7800","1.6283","0.6899"
"","9.8000","1.6316","0.6899"
"","9.8200","1.6351","0.6906"
"","9.8400","1.6384","0.6911"
"","9.8600","1.6416","0.6910"
"","9.8800","1.6450","0.6909"
"","9.9000","1.6484","0.6910"
"","9.9200","1.6517","0.6910"
"","9.9400","1.6550","0.6913"
"","9.9600","1.6583","0.6916"
"","9.9800","1.6617","0.6916"
"","10.0000","1.6649","0.6916"
"","10.0200","1.6683","0.6915"
"","10.0400","1.6717","0.6922"
"","10.0600","1.6750","0.6924"
"","10.0800","1.6783","0.6924"
"","10.1000","1.6817","0.6922"
"","10.1200","1.6851","0.6930"
"","10.1400","1.6883","0.6936"
"","10.1600","1.6916","0.6935"
"","10.1800","1.6950","0.6936"
"","10.2000","1.6984","0.6942"
"","10.2200","1.7016","0.6939"
"","10.2400","1.7051","0.6944"
"","10.2600","1.7084","0.6945"
"","10.2800","1.7117","0.6943"
"","10.3000","1.7150","0.6945"
"","10.3200","1.7184","0.6948"
"","10.3400","1.7218","0.6951"
"","10.3600","1.7249","0.6951"
"","10.3800","1.7283","0.6949"
"","10.4000","1.7318","0.6954"
"","10.4200","1.7349","0.6958"
"","10.4400","1.7383","0.6952"
"","10.4600","1.7417","0.6954"
"","10.4800","1.7451","0.6962"
"","10.5000","1.7483","0.6962"
"","10.5200","1.7516","0.6960"
"","10.5400","1.7550","0.6965"
"","10.5600","1.7583","0.6967"
"","10.5800","1.7616","0.6969"
"","10.6000","1.7649","0.6975"
"","10.6200","1.7684","0.6978"
"","10.6400","1.7716","0.6975"
"","10.6600","1.7750","0.6973"
"","10.6800","1.7784","0.6976"
"","10.7000","1.7817","0.6982"
"","10.7200","1.7849","0.6985"
"","10.7400","1.7884","0.6985"
"","10.7600","1.7918","0.6987"
"","10.7800","1.7950","0.6989"
"","10.8000","1.7983","0.6988"
"","10.8200","1.8017","0.6992"
"","10.8400","1.8051","0.6998"
"","10.8600","1.8083","0.6999"
"","10.8800","1.8117","0.6999"
"","10.9000","1.8151","0.7004"
"","10.9200","1.8183","0.7009"
"","10.9400","1.8216","0.7010"
"","10.9600","1.8251","0.7009"
"","10.9800","1.8284","0.7012"
"","11.0000","1.8316","0.7013"
"","11.0200","1.8351","0.7012"
"","11.0400","1.8385","0.7016"
"","11.0600","1.8417","0.7020"
"","11.0800","1.8449","0.7023"
"","11.1000","1.8483","0.7022"
"","11.1200","1.8517","0.7025"
"","11.1400","1.8549","0.7025"
"","11.1600","1.8583","0.7023"
"","11.1800","1.8617","0.7025"
"","11.2000","1.8651","0.7027"
"","11.2200","1.8683","0.7029"
"","11.2400","1.8717","0.7032"
"","11.2600","1.8751","0.7032"
"","11.2800","1.8783","0.7034"
"","11.3000","1.8817","0.7037"
"","11.3200","1.8851","0.7042"
"","11.3400","1.8884","0.7046"
"","11.3600","1.8916","0.7044"
"","11.3800","1.8950","0.7046"
"","11.4000","1.8984","0.7051"
"","11.4200","1.9017","0.7049"
"","11.4400","1.9050","0.7050"
"","11.4600","1.9084","0.7053"
"","11.4800","1.9118","0.7055"
"","11.5000","1.9149","0.7058"
"","11.5200","1.9183","0.7054"
"","11.5400","1.9217","0.7055"
"","11.5600","1.9251","0.7062"
"","11.5800","1.9283","0.7055"
"","11.6000","1.9317","0.7056"
"","11.6200","1.9351","0.7060"
"","11.6400","1.9383","0.7063"
"","11.6600","1.9416","0.7064"
"","11.6800","1.9450","0.7068"
"","11.7000","1.9483","0.7073"
"","11.7200","1.9516","0.7073"
"","11.7400","1.9550","0.7073"
"","11.7600","1.9584","0.7079"
"","11.7800","1.9616","0.7082"
"","11.8000","1.9651","0.7082"
"","11.8200","1.9684","0.7085"
"","11.8400","1.9718","0.7085"
"","11.8600","1.9749","0.7082"
"","11.8800","1.9783","0.7084"
"","11.9000","1.9818","0.7087"
"","11.9200","1.9849","0.7093"
"","11.9400","1.9883","0.7094"
"","11.9600","1.9917","0.7094"
"","11.9800","1.9951","0.7096"
"","12.0000","1.9983","0.7096"
"","12.0200","2.0016","0.7093"
"","12.0400","2.0051","0.7099"
"","12.0600","2.0084","0.7100"
"","12.0800","2.0116","0.7100"
"","12.1000","2.0151","0.7105"
"","12.1200","2.0185","0.7109"
"","12.1400","2.0216","0.7110"
"","12.1600","2.0249","0.7108"
"","12.1800","2.0283","0.7113"
"","12.2000","2.0316","0.7113"
"","12.2200","2.0349","0.7111"
"","12.2400","2.0383","0.7111"
"","12.2600","2.0418","0.7114"
"","12.2800","2.0449","0.7120"
"","12.3000","2.0484","0.7118"
"","12.3200","2.0518","0.7122"
"","12.3400","2.0552","0.7126"
"","12.3600","2.0584","0.7128"
"","12.3800","2.0617","0.7126"
"","12.4000","2.0651","0.7129"
"","12.4200","2.0683","0.7129"
"","12.4400","2.0716","0.7129"
"","12.4600","2.0750","0.7132"
"","12.4800","2.0784","0.7136"
"","12.5000","2.0816","0.7140"
"","12.5200","2.0850","0.7143"
"","12.5400","2.0884","0.7140"
"","12.5600","2.0918","0.7142"
"","12.5800","2.0950","0.7145"
"","12.6000","2.0984","0.7148"
"","12.6200","2.1018","0.7151"
"","12.6400","2.1050","0.7151"
"","12.6600","2.1084","0.7150"
"","12.6800","2.1118","0.7154"
"","12.7000","2.1151","0.7156"
"","12.7200","2.1183","0.7156"
"","12.7400","2.1217","0.7159"
"","12.7600","2.1251","0.7162"
"","12.7800","2.1283","0.7163"
"","12.8000","2.1316","0.7161"
"","12.8200","2.1350","0.7163"
"","12.8400","2.1384","0.7170"
"","12.8600","2.1416","0.7172"
"","12.8800","2.1451","0.7170"
"","12.9000","2.1485","0.7173"
"","12.9200","2.1517","0.7173"
"","12.9400","2.1550","0.7176"
"","12.9600","2.1584","0.7182"
"","12.9800","2.1618","0.7185"
"","13.0000","2.1649","0.7186"
"","13.0200","2.1683","0.7186"
"","13.0400","2.1718","0.7188"
"","13.0600","2.1750","0.7192"
"","13.0800","2.1782","0.7189"
"","13.1000","2.1817","0.7188"
"","13.1200","2.1851","0.7196"
"","13.1400","2.1883","0.7195"
"","13.1600","2.1917","0.7194"
"","13.1800","2.1951","0.7197"
"","13.2000","2.1984","0.7201"
"","13.2200","2.2016","0.7203"
"","13.2400","2.2049","0.7208"
"","13.2600","2.2084","0.7208"
"","13.2800","2.2116","0.7209"
"","13.3000","2.2149","0.7210"
"","13.3200","2.2183","0.7211"
"","13.3400","2.2217","0.7212"
"","13.3600","2.2249","0.7213"
"","13.3800","2.2283","0.7216"
"","13.4000","2.2318","0.7217"
"","13.4200","2.2349","0.7219"
"","13.4400","2.2383","0.7218"
"","13.4600","2.2417","0.7216"
"","13.4800","2.2451","0.7224"
"","13.5000","2.2483","0.7223"
"","13.5200","2.2516","0.7223"
"","13.5400","2.2551","0.7228"
"","13.5600","2.2583","0.7227"
"","13.5800","2.2616","0.7226"
"","13.6000","2.2650","0.7228"
"","13.6200","2.2684","0.7230"
"","13.6400","2.2716","0.7231"
"","13.6600","2.2751","0.7230"
"","13.6800","2.2784","0.7236"
"","13.7000","2.2818","0.7239"
"","13.7200","2.2850","0.7241"
"","13.7400","2.2884","0.7242"
"","13.7600","2.2918","0.7240"
"","13.7800","2.2949","0.7239"
"","13.8000","2.2983","0.7240"
"","13.8200","2.3017","0.7247"
"","13.8400","2.3051","0.7254"
"","13.8600","2.3083","0.7254"
"","13.8800","2.3116","0.7252"
"","13.9000","2.3151","0.7257"
"","13.9200","2.3183","0.7256"
"","13.9400","2.3217","0.7257"
"","13.9600","2.3251","0.7259"
"","13.9800","2.3285","0.7262"
"","14.0000","2.3316","0.7259"
"","14.0200","2.3350","0.7264"
"","14.0400","2.3384","0.7268"
"","14.0600","2.3417","0.7268"
"","14.0800","2.3449","0.7270"
"","14.1000","2.3483","0.7273"
"","14.1200","2.3517","0.7274"
"","14.1400","2.3549","0.7274"
"","14.1600","2.3583","0.7274"
"","14.1800","2.3617","0.7280"
"","14.2000","2.3651","0.7284"
"","14.2200","2.3683","0.7281"
"","14.2400","2.3717","0.7284"
"","14.2600","2.3751","0.7285"
"","14.2800","2.3783","0.7292"
"","14.3000","2.3816","0.7295"
"","14.3200","2.3851","0.7297"
"","14.3400","2.3884","0.7296"
"","14.3600","2.3916","0.7297"
"","14.3800","2.3950","0.7296"
"","14.4000","2.3984","0.7300"
"","14.4200","2.4016","0.7302"
"","14.4400","2.4050","0.7302"
"","14.4600","2.4084","0.7304"
"","14.4800","2.4118","0.7307"
"","14.5000","2.4149","0.7310"
"","14.5200","2.4183","0.7308"
"","14.5400","2.4218","0.7309"
"","14.5600","2.4250","0.7311"
"","14.5800","2.4283","0.7308"
"","14.6000","2.4317","0.7310"
"","14.6200","2.4351","0.7316"
"","14.6400","2.4383","0.7319"
"","14.6600","2.4416","0.7319"
"","14.6800","2.4450","0.7322"
"","14.7000","2.4483","0.7325"
"","14.7200","2.4516","0.7323"
"","14.7400","2.4550","0.7328"
"","14.7600","2.4584","0.7332"
"","14.7800","2.4616","0.7330"
"","14.8000","2.4650","0.7327"
"","14.8200","2.4684","0.7331"
"","14.8400","2.4718","0.7334"
"","14.8600","2.4749","0.7335"
"","14.8800","2.4783","0.7335"
"","14.9000","2.4818","0.7336"
"","14.9200","2.4849","0.7343"
"","14.9400","2.4883","0.7341"
"","14.9600","2.4917","0.7344"
"","14.9800","2.4951","0.7347"
"","15.0000","2.4983","0.7347"
"","15.0200","2.5017","0.7348"
"","15.0400","2.5051","0.7350"
"","15.0600","2.5083","0.7352"
"","15.0800","2.5116","0.7353"
"","15.1000","2.5150","0.7354"
"","15.1200","2.5184","0.7354"
"","15.1400","2.5216","0.7357"
"","15.1600","2.5251","0.7358"
"","15.1800","2.5284","0.7359"
"","15.2000","2.5318","0.7361"
"","15.2200","2.5349","0.7363"
"","15.2400","2.5383","0.7361"
"","15.2600","2.5418","0.7362"
"","15.2800","2.5449","0.7367"
"","15.3000","2.5483","0.7368"
"","15.3200","2.5517","0.7371"
"","15.3400","2.5551","0.7371"
"","15.3600","2.5583","0.7371"
"","15.3800","2.5617","0.7374"
"","15.4000","2.5651","0.7382"
"","15.4200","2.5682","0.7387"
"","15.4400","2.5716","0.7382"
"","15.4600","2.5750","0.7376"
"","15.4800","2.5784","0.7381"
