Time,Displacement,Force
(s),(mm),(kN)
"101.7600","16.9588","1.6399"
"101.7800","16.9620","1.6398"
"101.8000","16.9654","1.6396"
"101.8200","16.9688","1.6396"
"101.8400","16.9721","1.6395"
"101.8600","16.9753","1.6395"
"101.8800","16.9786","1.6400"
"101.9000","16.9821","1.6405"
"101.9200","16.9852","1.6411"
"101.9400","16.9886","1.6410"
"101.9600","16.9920","1.6414"
"101.9800","16.9954","1.6416"
"102.0000","16.9986","1.6413"
"102.0200","17.0020","1.6409"
"102.0400","17.0054","1.6412"
"102.0600","17.0086","1.6415"
"102.0800","17.0120","1.6416"
"102.1000","17.0154","1.6417"
"102.1200","17.0188","1.6418"
"102.1400","17.0219","1.6417"
"102.1600","17.0254","1.6419"
"102.1800","17.0288","1.6420"
"102.2000","17.0319","1.6425"
"102.2200","17.0353","1.6424"
"102.2400","17.0386","1.6426"
"102.2600","17.0421","1.6429"
"102.2800","17.0452","1.6431"
"102.3000","17.0486","1.6431"
"102.3200","17.0521","1.6430"
"102.3400","17.0554","1.6430"
"102.3600","17.0586","1.6429"
"102.3800","17.0620","1.6429"
"102.4000","17.0654","1.6436"
"102.4200","17.0686","1.6438"
"102.4400","17.0719","1.6433"
"102.4600","17.0753","1.6436"
"102.4800","17.0787","1.6444"
"102.5000","17.0819","1.6442"
"102.5200","17.0853","1.6447"
"102.5400","17.0887","1.6449"
"102.5600","17.0919","1.6447"
"102.5800","17.0953","1.6444"
"102.6000","17.0988","1.6447"
"102.6200","17.1021","1.6445"
"102.6400","17.1053","1.6441"
"102.6600","17.1087","1.6440"
"102.6800","17.1121","1.6443"
"102.7000","17.1154","1.6446"
"102.7200","17.1186","1.6449"
"102.7400","17.1220","1.6451"
"102.7600","17.1254","1.6454"
"102.7800","17.1286","1.6455"
"102.8000","17.1319","1.6450"
"102.8200","17.1354","1.6455"
"102.8400","17.1387","1.6459"
"102.8600","17.1420","1.6456"
"102.8800","17.1454","1.6456"
"102.9000","17.1488","1.6460"
"102.9200","17.1520","1.6462"
"102.9400","17.1553","1.6457"
"102.9600","17.1587","1.6454"
"102.9800","17.1620","1.6457"
"103.0000","17.1652","1.6466"
"103.0200","17.1686","1.6466"
"103.0400","17.1721","1.6467"
"103.0600","17.1752","1.6467"
"103.0800","17.1786","1.6466"
"103.1000","17.1820","1.6472"
"103.1200","17.1854","1.6471"
"103.1400","17.1886","1.6468"
"103.1600","17.1920","1.6475"
"103.1800","17.1954","1.6479"
"103.2000","17.1986","1.6480"
"103.2200","17.2019","1.6477"
"103.2400","17.2053","1.6481"
"103.2600","17.2088","1.6481"
"103.2800","17.2119","1.6477"
"103.3000","17.2153","1.6476"
"103.3200","17.2188","1.6478"
"103.3400","17.2220","1.6481"
"103.3600","17.2253","1.6480"
"103.3800","17.2287","1.6482"
"103.4000","17.2321","1.6486"
"103.4200","17.2353","1.6488"
"103.4400","17.2387","1.6488"
"103.4600","17.2421","1.6488"
"103.4800","17.2454","1.6487"
"103.5000","17.2486","1.6486"
"103.5200","17.2520","1.6492"
"103.5400","17.2554","1.6492"
"103.5600","17.2586","1.6493"
"103.5800","17.2620","1.6493"
"103.6000","17.2654","1.6494"
"103.6200","17.2688","1.6494"
"103.6400","17.2719","1.6491"
"103.6600","17.2754","1.6494"
"103.6800","17.2788","1.6497"
"103.7000","17.2820","1.6503"
"103.7200","17.2853","1.6506"
"103.7400","17.2887","1.6504"
"103.7600","17.2921","1.6505"
"103.7800","17.2952","1.6505"
"103.8000","17.2986","1.6506"
"103.8200","17.3021","1.6511"
"103.8400","17.3054","1.6510"
"103.8600","17.3086","1.6508"
"103.8800","17.3120","1.6512"
"103.9000","17.3154","1.6519"
"103.9200","17.3186","1.6519"
"103.9400","17.3220","1.6518"
"103.9600","17.3254","1.6520"
"103.9800","17.3288","1.6523"
"104.0000","17.3319","1.6522"
"104.0200","17.3354","1.6520"
"104.0400","17.3388","1.6521"
"104.0600","17.3419","1.6523"
"104.0800","17.3453","1.6524"
"104.1000","17.3487","1.6525"
"104.1200","17.3521","1.6532"
"104.1400","17.3552","1.6531"
"104.1600","17.3586","1.6531"
"104.1800","17.3621","1.6535"
"104.2000","17.3653","1.6538"
"104.2200","17.3686","1.6533"
"104.2400","17.3720","1.6534"
"104.2600","17.3754","1.6536"
"104.2800","17.3786","1.6535"
"104.3000","17.3820","1.6536"
"104.3200","17.3854","1.6542"
"104.3400","17.3887","1.6545"
"104.3600","17.3919","1.6543"
"104.3800","17.3953","1.6545"
"104.4000","17.3987","1.6546"
"104.4200","17.4020","1.6553"
"104.4400","17.4054","1.6550"
"104.4600","17.4088","1.6545"
"104.4800","17.4121","1.6549"
"104.5000","17.4153","1.6550"
"104.5200","17.4188","1.6547"
"104.5400","17.4221","1.6549"
"104.5600","17.4253","1.6555"
"104.5800","17.4286","1.6556"
"104.6000","17.4320","1.6559"
"104.6200","17.4354","1.6557"
"104.6400","17.4386","1.6555"
"104.6600","17.4419","1.6558"
"104.6800","17.4454","1.6558"
"104.7000","17.4486","1.6557"
"104.7200","17.4520","1.6554"
"104.7400","17.4554","1.6557"
"104.7600","17.4588","1.6559"
"104.7800","17.4620","1.6566"
"104.8000","17.4654","1.6566"
"104.8200","17.4688","1.6565"
"104.8400","17.4720","1.6565"
"104.8600","17.4753","1.6566"
"104.8800","17.4786","1.6567"
"104.9000","17.4821","1.6566"
"104.9200","17.4853","1.6569"
"104.9400","17.4886","1.6569"
"104.9600","17.4921","1.6575"
"104.9800","17.4954","1.6576"
"105.0000","17.4986","1.6573"
"105.0200","17.5020","1.6576"
"105.0400","17.5054","1.6578"
"105.0600","17.5086","1.6575"
"105.0800","17.5119","1.6573"
"105.1000","17.5154","1.6581"
"105.1200","17.5188","1.6585"
"105.1400","17.5219","1.6581"
"105.1600","17.5254","1.6579"
"105.1800","17.5287","1.6582"
"105.2000","17.5320","1.6584"
"105.2200","17.5353","1.6585"
"105.2400","17.5387","1.6586"
"105.2600","17.5421","1.6587"
"105.2800","17.5453","1.6589"
"105.3000","17.5486","1.6587"
"105.3200","17.5521","1.6590"
"105.3400","17.5554","1.6595"
"105.3600","17.5586","1.6597"
"105.3800","17.5620","1.6596"
"105.4000","17.5654","1.6596"
"105.4200","17.5686","1.6594"
"105.4400","17.5719","1.6595"
"105.4600","17.5753","1.6602"
"105.4800","17.5787","1.6607"
"105.5000","17.5819","1.6605"
"105.5200","17.5853","1.6609"
"105.5400","17.5888","1.6610"
"105.5600","17.5920","1.6616"
"105.5800","17.5954","1.6615"
"105.6000","17.5987","1.6612"
"105.6200","17.6021","1.6615"
"105.6400","17.6053","1.6616"
"105.6600","17.6086","1.6617"
"105.6800","17.6121","1.6617"
"105.7000","17.6153","1.6618"
"105.7200","17.6186","1.6614"
"105.7400","17.6219","1.6616"
"105.7600","17.6254","1.6624"
"105.7800","17.6286","1.6626"
"105.8000","17.6320","1.6623"
"105.8200","17.6354","1.6620"
"105.8400","17.6388","1.6622"
"105.8600","17.6420","1.6625"
"105.8800","17.6454","1.6627"
"105.9000","17.6488","1.6628"
"105.9200","17.6520","1.6629"
"105.9400","17.6553","1.6627"
"105.9600","17.6587","1.6629"
"105.9800","17.6620","1.6635"
"106.0000","17.6652","1.6633"
"106.0200","17.6686","1.6630"
"106.0400","17.6721","1.6636"
"106.0600","17.6753","1.6641"
"106.0800","17.6787","1.6642"
"106.1000","17.6821","1.6642"
"106.1200","17.6854","1.6642"
"106.1400","17.6886","1.6640"
"106.1600","17.6920","1.6638"
"106.1800","17.6954","1.6642"
"106.2000","17.6986","1.6643"
"106.2200","17.7019","1.6644"
"106.2400","17.7054","1.6644"
"106.2600","17.7087","1.6645"
"106.2800","17.7119","1.6648"
"106.3000","17.7154","1.6652"
"106.3200","17.7188","1.6654"
"106.3400","17.7221","1.6652"
"106.3600","17.7253","1.6647"
"106.3800","17.7288","1.6648"
"106.4000","17.7321","1.6652"
"106.4200","17.7353","1.6660"
"106.4400","17.7387","1.6656"
"106.4600","17.7421","1.6656"
"106.4800","17.7454","1.6660"
"106.5000","17.7486","1.6655"
"106.5200","17.7519","1.6660"
"106.5400","17.7554","1.6662"
"106.5600","17.7586","1.6664"
"106.5800","17.7620","1.6664"
"106.6000","17.7654","1.6669"
"106.6200","17.7688","1.6672"
"106.6400","17.7720","1.6670"
"106.6600","17.7754","1.6667"
"106.6800","17.7788","1.6670"
"106.7000","17.7820","1.6674"
"106.7200","17.7853","1.6674"
"106.7400","17.7887","1.6676"
"106.7600","17.7921","1.6678"
"106.7800","17.7952","1.6676"
"106.8000","17.7986","1.6676"
"106.8200","17.8021","1.6682"
"106.8400","17.8053","1.6684"
"106.8600","17.8086","1.6681"
"106.8800","17.8120","1.6681"
"106.9000","17.8154","1.6685"
"106.9200","17.8186","1.6683"
"106.9400","17.8219","1.6681"
"106.9600","17.8254","1.6686"
"106.9800","17.8287","1.6688"
"107.0000","17.8319","1.6687"
"107.0200","17.8353","1.6686"
"107.0400","17.8388","1.6690"
"107.0600","17.8419","1.6692"
"107.0800","17.8453","1.6690"
"107.1000","17.8487","1.6694"
"107.1200","17.8521","1.6698"
"107.1400","17.8553","1.6698"
"107.1600","17.8586","1.6696"
"107.1800","17.8621","1.6697"
"107.2000","17.8653","1.6698"
"107.2200","17.8686","1.6699"
"107.2400","17.8720","1.6700"
"107.2600","17.8754","1.6704"
"107.2800","17.8786","1.6708"
"107.3000","17.8819","1.6708"
"107.3200","17.8854","1.6712"
"107.3400","17.8887","1.6712"
"107.3600","17.8919","1.6712"
"107.3800","17.8954","1.6715"
"107.4000","17.8988","1.6716"
"107.4200","17.9020","1.6720"
"107.4400","17.9054","1.6719"
"107.4600","17.9088","1.6714"
"107.4800","17.9121","1.6716"
"107.5000","17.9153","1.6717"
"107.5200","17.9187","1.6716"
"107.5400","17.9221","1.6718"
"107.5600","17.9253","1.6721"
"107.5800","17.9286","1.6724"
"107.6000","17.9319","1.6728"
"107.6200","17.9354","1.6728"
"107.6400","17.9386","1.6726"
"107.6600","17.9420","1.6730"
"107.6800","17.9454","1.6732"
"107.7000","17.9487","1.6732"
"107.7200","17.9520","1.6733"
"107.7400","17.9554","1.6732"
"107.7600","17.9588","1.6735"
"107.7800","17.9619","1.6736"
"107.8000","17.9654","1.6740"
"107.8200","17.9688","1.6740"
"107.8400","17.9721","1.6739"
"107.8600","17.9753","1.6741"
"107.8800","17.9787","1.6742"
"107.9000","17.9821","1.6742"
"107.9200","17.9853","1.6745"
"107.9400","17.9887","1.6742"
"107.9600","17.9921","1.6748"
"107.9800","17.9954","1.6750"
"108.0000","17.9986","1.6747"
"108.0200","18.0021","1.6748"
"108.0400","18.0054","1.6754"
"108.0600","18.0086","1.6753"
"108.0800","18.0120","1.6750"
"108.1000","18.0153","1.6751"
"108.1200","18.0187","1.6757"
"108.1400","18.0219","1.6761"
"108.1600","18.0253","1.6760"
"108.1800","18.0288","1.6759"
"108.2000","18.0320","1.6760"
"108.2200","18.0353","1.6758"
"108.2400","18.0387","1.6757"
"108.2600","18.0421","1.6762"
"108.2800","18.0452","1.6763"
"108.3000","18.0487","1.6762"
"108.3200","18.0521","1.6764"
"108.3400","18.0553","1.6769"
"108.3600","18.0586","1.6765"
"108.3800","18.0620","1.6768"
"108.4000","18.0654","1.6771"
"108.4200","18.0686","1.6773"
"108.4400","18.0720","1.6772"
"108.4600","18.0754","1.6774"
"108.4800","18.0788","1.6772"
"108.5000","18.0819","1.6773"
"108.5200","18.0854","1.6779"
"108.5400","18.0888","1.6782"
"108.5600","18.0920","1.6781"
"108.5800","18.0953","1.6777"
"108.6000","18.0986","1.6781"
"108.6200","18.1020","1.6785"
"108.6400","18.1052","1.6786"
"108.6600","18.1086","1.6784"
"108.6800","18.1121","1.6789"
"108.7000","18.1153","1.6791"
"108.7200","18.1186","1.6787"
"108.7400","18.1220","1.6789"
"108.7600","18.1254","1.6795"
"108.7800","18.1286","1.6797"
"108.8000","18.1319","1.6796"
"108.8200","18.1354","1.6798"
"108.8400","18.1387","1.6798"
"108.8600","18.1419","1.6798"
"108.8800","18.1453","1.6801"
"108.9000","18.1488","1.6803"
"108.9200","18.1519","1.6804"
"108.9400","18.1553","1.6803"
"108.9600","18.1587","1.6801"
"108.9800","18.1621","1.6803"
"109.0000","18.1653","1.6808"
"109.0200","18.1687","1.6807"
"109.0400","18.1721","1.6809"
"109.0600","18.1754","1.6816"
"109.0800","18.1787","1.6813"
"109.1000","18.1821","1.6810"
"109.1200","18.1854","1.6817"
"109.1400","18.1886","1.6815"
"109.1600","18.1920","1.6818"
"109.1800","18.1954","1.6823"
"109.2000","18.1986","1.6824"
"109.2200","18.2019","1.6824"
"109.2400","18.2054","1.6826"
"109.2600","18.2088","1.6829"
"109.2800","18.2120","1.6827"
"109.3000","18.2154","1.6826"
"109.3200","18.2188","1.6829"
"109.3400","18.2221","1.6830"
"109.3600","18.2253","1.6824"
"109.3800","18.2287","1.6823"
"109.4000","18.2321","1.6829"
"109.4200","18.2353","1.6835"
"109.4400","18.2386","1.6833"
"109.4600","18.2421","1.6835"
"109.4800","18.2454","1.6838"
"109.5000","18.2486","1.6839"
"109.5200","18.2520","1.6838"
"109.5400","18.2554","1.6838"
"109.5600","18.2586","1.6841"
"109.5800","18.2620","1.6842"
"109.6000","18.2654","1.6845"
"109.6200","18.2688","1.6848"
"109.6400","18.2719","1.6849"
"109.6600","18.2754","1.6851"
"109.6800","18.2788","1.6850"
"109.7000","18.2819","1.6849"
"109.7200","18.2852","1.6849"
"109.7400","18.2886","1.6851"
"109.7600","18.2921","1.6854"
"109.7800","18.2952","1.6856"
"109.8000","18.2987","1.6854"
"109.8200","18.3021","1.6853"
"109.8400","18.3054","1.6859"
"109.8600","18.3086","1.6854"
"109.8800","18.3120","1.6857"
"109.9000","18.3154","1.6863"
"109.9200","18.3186","1.6866"
"109.9400","18.3219","1.6862"
"109.9600","18.3254","1.6864"
"109.9800","18.3287","1.6866"
"110.0000","18.3319","1.6864"
"110.0200","18.3354","1.6870"
"110.0400","18.3388","1.6873"
"110.0600","18.3420","1.6871"
"110.0800","18.3453","1.6867"
"110.1000","18.3487","1.6866"
"110.1200","18.3521","1.6868"
"110.1400","18.3553","1.6868"
"110.1600","18.3587","1.6870"
"110.1800","18.3621","1.6877"
"110.2000","18.3653","1.6881"
"110.2200","18.3686","1.6879"
"110.2400","18.3720","1.6882"
"110.2600","18.3754","1.6883"
"110.2800","18.3786","1.6884"
"110.3000","18.3820","1.6885"
"110.3200","18.3854","1.6887"
"110.3400","18.3888","1.6889"
"110.3600","18.3920","1.6889"
"110.3800","18.3954","1.6889"
"110.4000","18.3988","1.6887"
"110.4200","18.4020","1.6889"
"110.4400","18.4053","1.6890"
"110.4600","18.4087","1.6894"
"110.4800","18.4121","1.6899"
"110.5000","18.4153","1.6899"
"110.5200","18.4187","1.6897"
"110.5400","18.4221","1.6903"
"110.5600","18.4253","1.6904"
"110.5800","18.4287","1.6900"
"110.6000","18.4321","1.6898"
"110.6200","18.4354","1.6902"
"110.6400","18.4386","1.6904"
"110.6600","18.4420","1.6907"
"110.6800","18.4454","1.6909"
"110.7000","18.4486","1.6909"
"110.7200","18.4519","1.6906"
"110.7400","18.4554","1.6908"
"110.7600","18.4587","1.6908"
"110.7800","18.4619","1.6907"
"110.8000","18.4654","1.6906"
"110.8200","18.4688","1.6909"
"110.8400","18.4721","1.6916"
"110.8600","18.4753","1.6918"
"110.8800","18.4787","1.6913"
"110.9000","18.4821","1.6917"
"110.9200","18.4853","1.6922"
"110.9400","18.4887","1.6916"
"110.9600","18.4921","1.6920"
"110.9800","18.4954","1.6926"
"111.0000","18.4986","1.6926"
"111.0200","18.5019","1.6929"
"111.0400","18.5054","1.6933"
"111.0600","18.5086","1.6935"
"111.0800","18.5120","1.6932"
"111.1000","18.5154","1.6933"
"111.1200","18.5188","1.6933"
"111.1400","18.5219","1.6932"
"111.1600","18.5254","1.6936"
"111.1800","18.5287","1.6940"
"111.2000","18.5320","1.6945"
"111.2200","18.5353","1.6941"
"111.2400","18.5387","1.6940"
"111.2600","18.5421","1.6941"
"111.2800","18.5453","1.6944"
"111.3000","18.5486","1.6940"
"111.3200","18.5521","1.6940"
"111.3400","18.5554","1.6943"
"111.3600","18.5586","1.6944"
"111.3800","18.5620","1.6943"
"111.4000","18.5654","1.6945"
"111.4200","18.5686","1.6949"
"111.4400","18.5720","1.6952"
"111.4600","18.5754","1.6956"
"111.4800","18.5788","1.6957"
"111.5000","18.5819","1.6957"
"111.5200","18.5853","1.6958"
"111.5400","18.5888","1.6959"
"111.5600","18.5920","1.6960"
"111.5800","18.5953","1.6960"
"111.6000","18.5988","1.6958"
"111.6200","18.6021","1.6960"
"111.6400","18.6053","1.6962"
"111.6600","18.6087","1.6964"
"111.6800","18.6121","1.6967"
"111.7000","18.6153","1.6973"
"111.7200","18.6186","1.6970"
"111.7400","18.6220","1.6971"
"111.7600","18.6254","1.6972"
"111.7800","18.6286","1.6974"
"111.8000","18.6319","1.6970"
"111.8200","18.6354","1.6972"
"111.8400","18.6387","1.6978"
"111.8600","18.6419","1.6978"
"111.8800","18.6454","1.6976"
"111.9000","18.6488","1.6977"
"111.9200","18.6520","1.6981"
"111.9400","18.6553","1.6982"
"111.9600","18.6587","1.6983"
"111.9800","18.6621","1.6986"
"112.0000","18.6653","1.6986"
"112.0200","18.6686","1.6987"
"112.0400","18.6721","1.6991"
"112.0600","18.6753","1.6992"
"112.0800","18.6786","1.6991"
"112.1000","18.6820","1.6996"
"112.1200","18.6854","1.6999"
"112.1400","18.6886","1.6995"
"112.1600","18.6920","1.6993"
"112.1800","18.6954","1.6996"
"112.2000","18.6986","1.7001"
"112.2200","18.7019","1.7002"
"112.2400","18.7054","1.7003"
"112.2600","18.7087","1.7005"
"112.2800","18.7119","1.7003"
"112.3000","18.7153","1.7000"
"112.3200","18.7188","1.7003"
"112.3400","18.7220","1.7006"
"112.3600","18.7253","1.7003"
"112.3800","18.7287","1.7003"
"112.4000","18.7321","1.7004"
"112.4200","18.7352","1.7008"
"112.4400","18.7386","1.7009"
"112.4600","18.7421","1.7014"
"112.4800","18.7454","1.7016"
"112.5000","18.7486","1.7015"
"112.5200","18.7520","1.7016"
"112.5400","18.7554","1.7020"
"112.5600","18.7586","1.7021"
"112.5800","18.7619","1.7020"
"112.6000","18.7653","1.7024"
"112.6200","18.7687","1.7025"
"112.6400","18.7719","1.7023"
"112.6600","18.7753","1.7027"
"112.6800","18.7788","1.7028"
"112.7000","18.7820","1.7030"
"112.7200","18.7853","1.7029"
"112.7400","18.7887","1.7033"
"112.7600","18.7921","1.7036"
"112.7800","18.7952","1.7036"
"112.8000","18.7986","1.7029"
"112.8200","18.8021","1.7029"
"112.8400","18.8054","1.7032"
"112.8600","18.8086","1.7030"
"112.8800","18.8120","1.7031"
"112.9000","18.8154","1.7034"
"112.9200","18.8186","1.7036"
"112.9400","18.8219","1.7037"
"112.9600","18.8254","1.7041"
"112.9800","18.8288","1.7043"
"113.0000","18.8319","1.7042"
"113.0200","18.8354","1.7042"
"113.0400","18.8388","1.7044"
"113.0600","18.8420","1.7051"
"113.0800","18.8453","1.7051"
"113.1000","18.8487","1.7051"
"113.1200","18.8521","1.7052"
"113.1400","18.8552","1.7053"
"113.1600","18.8586","1.7052"
"113.1800","18.8621","1.7060"
"113.2000","18.8653","1.7065"
"113.2200","18.8686","1.7056"
"113.2400","18.8720","1.7054"
"113.2600","18.8754","1.7059"
"113.2800","18.8786","1.7059"
"113.3000","18.8820","1.7060"
"113.3200","18.8854","1.7059"
"113.3400","18.8887","1.7059"
"113.3600","18.8920","1.7063"
"113.3800","18.8954","1.7065"
"113.4000","18.8988","1.7066"
"113.4200","18.9020","1.7067"
"113.4400","18.9053","1.7067"
"113.4600","18.9087","1.7065"
"113.4800","18.9120","1.7070"
"113.5000","18.9153","1.7072"
"113.5200","18.9186","1.7072"
"113.5400","18.9221","1.7074"
"113.5600","18.9253","1.7079"
"113.5800","18.9286","1.7079"
"113.6000","18.9320","1.7079"
"113.6200","18.9354","1.7079"
"113.6400","18.9386","1.7080"
"113.6600","18.9421","1.7081"
"113.6800","18.9454","1.7086"
"113.7000","18.9486","1.7087"
"113.7200","18.9519","1.7090"
"113.7400","18.9554","1.7091"
"113.7600","18.9588","1.7091"
"113.7800","18.9619","1.7089"
"113.8000","18.9654","1.7088"
"113.8200","18.9688","1.7086"
"113.8400","18.9721","1.7089"
"113.8600","18.9753","1.7091"
"113.8800","18.9787","1.7091"
"113.9000","18.9821","1.7095"
"113.9200","18.9853","1.7096"
"113.9400","18.9887","1.7097"
"113.9600","18.9921","1.7101"
"113.9800","18.9954","1.7102"
"114.0000","18.9986","1.7101"
"114.0200","19.0020","1.7106"
"114.0400","19.0054","1.7105"
"114.0600","19.0086","1.7108"
"114.0800","19.0119","1.7107"
"114.1000","19.0154","1.7109"
"114.1200","19.0188","1.7110"
"114.1400","19.0219","1.7107"
"114.1600","19.0254","1.7110"
"114.1800","19.0287","1.7110"
"114.2000","19.0320","1.7115"
"114.2200","19.0353","1.7112"
"114.2400","19.0387","1.7113"
"114.2600","19.0421","1.7118"
"114.2800","19.0452","1.7123"
"114.3000","19.0486","1.7118"
"114.3200","19.0521","1.7119"
"114.3400","19.0554","1.7119"
"114.3600","19.0586","1.7118"
"114.3800","19.0620","1.7124"
"114.4000","19.0654","1.7127"
"114.4200","19.0686","1.7128"
"114.4400","19.0720","1.7129"
"114.4600","19.0754","1.7133"
"114.4800","19.0788","1.7135"
"114.5000","19.0819","1.7132"
"114.5200","19.0853","1.7131"
"114.5400","19.0888","1.7134"
"114.5600","19.0919","1.7138"
"114.5800","19.0953","1.7141"
"114.6000","19.0987","1.7142"
"114.6200","19.1021","1.7142"
"114.6400","19.1052","1.7141"
"114.6600","19.1087","1.7140"
"114.6800","19.1121","1.7140"
"114.7000","19.1154","1.7145"
"114.7200","19.1186","1.7144"
"114.7400","19.1220","1.7144"
"114.7600","19.1254","1.7149"
"114.7800","19.1286","1.7147"
"114.8000","19.1319","1.7143"
"114.8200","19.1353","1.7148"
"114.8400","19.1386","1.7151"
"114.8600","19.1419","1.7149"
"114.8800","19.1454","1.7151"
"114.9000","19.1488","1.7156"
"114.9200","19.1520","1.7158"
"114.9400","19.1554","1.7158"
"114.9600","19.1588","1.7158"
"114.9800","19.1621","1.7158"
"115.0000","19.1653","1.7158"
"115.0200","19.1686","1.7159"
"115.0400","19.1721","1.7163"
"115.0600","19.1753","1.7166"
"115.0800","19.1786","1.7165"
"115.1000","19.1820","1.7165"
"115.1200","19.1854","1.7163"
"115.1400","19.1886","1.7164"
"115.1600","19.1920","1.7169"
"115.1800","19.1954","1.7171"
"115.2000","19.1987","1.7171"
"115.2200","19.2020","1.7174"
"115.2400","19.2054","1.7172"
"115.2600","19.2088","1.7177"
"115.2800","19.2119","1.7179"
"115.3000","19.2154","1.7176"
"115.3200","19.2188","1.7178"
"115.3400","19.2221","1.7182"
"115.3600","19.2253","1.7180"
"115.3800","19.2287","1.7178"
"115.4000","19.2321","1.7179"
"115.4200","19.2353","1.7183"
"115.4400","19.2386","1.7179"
"115.4600","19.2421","1.7182"
"115.4800","19.2454","1.7186"
"115.5000","19.2486","1.7186"
"115.5200","19.2520","1.7187"
"115.5400","19.2554","1.7191"
"115.5600","19.2586","1.7196"
"115.5800","19.2619","1.7194"
"115.6000","19.2654","1.7195"
"115.6200","19.2688","1.7196"
"115.6400","19.2719","1.7196"
"115.6600","19.2754","1.7198"
"115.6800","19.2788","1.7198"
"115.7000","19.2820","1.7202"
"115.7200","19.2853","1.7205"
"115.7400","19.2887","1.7207"
"115.7600","19.2921","1.7209"
"115.7800","19.2953","1.7209"
"115.8000","19.2987","1.7207"
"115.8200","19.3021","1.7209"
"115.8400","19.3053","1.7214"
"115.8600","19.3086","1.7212"
"115.8800","19.3119","1.7212"
"115.9000","19.3154","1.7213"
"115.9200","19.3186","1.7213"
"115.9400","19.3219","1.7213"
"115.9600","19.3254","1.7217"
"115.9800","19.3287","1.7221"
"116.0000","19.3319","1.7222"
"116.0200","19.3354","1.7225"
"116.0400","19.3388","1.7225"
"116.0600","19.3420","1.7228"
"116.0800","19.3453","1.7226"
"116.1000","19.3488","1.7226"
"116.1200","19.3521","1.7226"
"116.1400","19.3553","1.7229"
"116.1600","19.3586","1.7228"
"116.1800","19.3621","1.7232"
"116.2000","19.3653","1.7234"
"116.2200","19.3686","1.7231"
"116.2400","19.3720","1.7234"
"116.2600","19.3754","1.7240"
"116.2800","19.3786","1.7238"
"116.3000","19.3820","1.7235"
"116.3200","19.3854","1.7238"
"116.3400","19.3888","1.7237"
"116.3600","19.3919","1.7238"
"116.3800","19.3954","1.7236"
"116.4000","19.3988","1.7240"
"116.4200","19.4020","1.7248"
"116.4400","19.4053","1.7247"
"116.4600","19.4087","1.7243"
"116.4800","19.4120","1.7242"
"116.5000","19.4152","1.7242"
"116.5200","19.4187","1.7242"
"116.5400","19.4221","1.7242"
"116.5600","19.4253","1.7246"
"116.5800","19.4286","1.7248"
"116.6000","19.4321","1.7253"
"116.6200","19.4354","1.7257"
"116.6400","19.4386","1.7255"
"116.6600","19.4420","1.7255"
"116.6800","19.4454","1.7254"
"116.7000","19.4486","1.7254"
"116.7200","19.4519","1.7257"
"116.7400","19.4553","1.7261"
"116.7600","19.4587","1.7264"
"116.7800","19.4619","1.7263"
"116.8000","19.4654","1.7261"
"116.8200","19.4688","1.7263"
"116.8400","19.4721","1.7264"
"116.8600","19.4753","1.7264"
"116.8800","19.4787","1.7265"
"116.9000","19.4821","1.7268"
"116.9200","19.4853","1.7271"
"116.9400","19.4886","1.7269"
"116.9600","19.4921","1.7272"
"116.9800","19.4954","1.7272"
"117.0000","19.4986","1.7273"
"117.0200","19.5020","1.7274"
"117.0400","19.5054","1.7276"
"117.0600","19.5086","1.7280"
"117.0800","19.5120","1.7275"
"117.1000","19.5154","1.7276"
"117.1200","19.5188","1.7279"
"117.1400","19.5219","1.7282"
"117.1600","19.5254","1.7282"
"117.1800","19.5288","1.7281"
"117.2000","19.5320","1.7286"
"117.2200","19.5353","1.7287"
"117.2400","19.5387","1.7288"
"117.2600","19.5421","1.7290"
"117.2800","19.5453","1.7289"
"117.3000","19.5486","1.7290"
"117.3200","19.5521","1.7294"
"117.3400","19.5554","1.7296"
"117.3600","19.5586","1.7293"
"117.3800","19.5620","1.7292"
"117.4000","19.5654","1.7297"
"117.4200","19.5686","1.7297"
"117.4400","19.5719","1.7294"
"117.4600","19.5754","1.7296"
"117.4800","19.5788","1.7302"
"117.5000","19.5819","1.7306"
"117.5200","19.5854","1.7305"
"117.5400","19.5888","1.7303"
"117.5600","19.5920","1.7307"
"117.5800","19.5954","1.7307"
"117.6000","19.5988","1.7309"
"117.6200","19.6021","1.7313"
"117.6400","19.6053","1.7314"
"117.6600","19.6087","1.7313"
"117.6800","19.6121","1.7317"
"117.7000","19.6153","1.7322"
"117.7200","19.6186","1.7317"
"117.7400","19.6220","1.7317"
"117.7600","19.6254","1.7315"
"117.7800","19.6286","1.7314"
"117.8000","19.6319","1.7315"
"117.8200","19.6354","1.7320"
"117.8400","19.6387","1.7322"
"117.8600","19.6420","1.7322"
"117.8800","19.6454","1.7318"
"117.9000","19.6488","1.7321"
"117.9200","19.6520","1.7325"
"117.9400","19.6554","1.7329"
"117.9600","19.6588","1.7328"
"117.9800","19.6621","1.7329"
"118.0000","19.6653","1.7328"
"118.0200","19.6686","1.7330"
"118.0400","19.6721","1.7333"
"118.0600","19.6753","1.7333"
"118.0800","19.6786","1.7332"
"118.1000","19.6820","1.7335"
"118.1200","19.6854","1.7338"
"118.1400","19.6886","1.7336"
"118.1600","19.6919","1.7336"
"118.1800","19.6954","1.7342"
