Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.7609"
"0.0200","0.0000","0.7614"
"0.0400","0.0014","0.7631"
"0.0600","0.0046","0.7726"
"0.0800","0.0088","0.7898"
"0.1000","0.0133","0.8054"
"0.1200","0.0176","0.8162"
"0.1400","0.0213","0.8232"
"0.1600","0.0248","0.8279"
"0.1800","0.0282","0.8310"
"0.2000","0.0315","0.8329"
"0.2200","0.0348","0.8344"
"0.2400","0.0383","0.8358"
"0.2600","0.0418","0.8376"
"0.2800","0.0451","0.8389"
"0.3000","0.0485","0.8398"
"0.3200","0.0519","0.8404"
"0.3400","0.0552","0.8410"
"0.3600","0.0584","0.8412"
"0.3800","0.0618","0.8416"
"0.4000","0.0652","0.8426"
"0.4200","0.0684","0.8434"
"0.4400","0.0718","0.8437"
"0.4600","0.0753","0.8449"
"0.4800","0.0786","0.8451"
"0.5000","0.0818","0.8445"
"0.5200","0.0853","0.8446"
"0.5400","0.0887","0.8443"
"0.5600","0.0919","0.8437"
"0.5800","0.0953","0.8429"
"0.6000","0.0986","0.8418"
"0.6200","0.1020","0.8413"
"0.6400","0.1051","0.8401"
"0.6600","0.1086","0.8390"
"0.6800","0.1120","0.8385"
"0.7000","0.1153","0.8375"
"0.7200","0.1186","0.8363"
"0.7400","0.1220","0.8357"
"0.7600","0.1254","0.8349"
"0.7800","0.1286","0.8340"
"0.8000","0.1320","0.8336"
"0.8200","0.1354","0.8341"
"0.8400","0.1387","0.8340"
"0.8600","0.1419","0.8334"
"0.8800","0.1453","0.8330"
"0.9000","0.1487","0.8326"
"0.9200","0.1519","0.8327"
"0.9400","0.1553","0.8328"
"0.9600","0.1587","0.8328"
"0.9800","0.1620","0.8329"
"1.0000","0.1653","0.8325"
"1.0200","0.1686","0.8326"
"1.0400","0.1721","0.8325"
"1.0600","0.1753","0.8324"
"1.0800","0.1787","0.8323"
"1.1000","0.1820","0.8319"
"1.1200","0.1854","0.8318"
"1.1400","0.1886","0.8309"
"1.1600","0.1919","0.8306"
"1.1800","0.1954","0.8310"
"1.2000","0.1986","0.8313"
"1.2200","0.2019","0.8312"
"1.2400","0.2053","0.8314"
"1.2600","0.2088","0.8316"
"1.2800","0.2119","0.8313"
"1.3000","0.2154","0.8313"
"1.3200","0.2188","0.8308"
"1.3400","0.2221","0.8308"
"1.3600","0.2253","0.8306"
"1.3800","0.2287","0.8308"
"1.4000","0.2321","0.8309"
"1.4200","0.2352","0.8308"
"1.4400","0.2386","0.8304"
"1.4600","0.2420","0.8305"
"1.4800","0.2453","0.8306"
"1.5000","0.2486","0.8303"
"1.5200","0.2520","0.8300"
"1.5400","0.2554","0.8302"
"1.5600","0.2586","0.8304"
"1.5800","0.2619","0.8303"
"1.6000","0.2654","0.8305"
"1.6200","0.2688","0.8308"
"1.6400","0.2719","0.8311"
"1.6600","0.2754","0.8310"
"1.6800","0.2788","0.8306"
"1.7000","0.2820","0.8308"
"1.7200","0.2853","0.8306"
"1.7400","0.2886","0.8306"
"1.7600","0.2921","0.8306"
"1.7800","0.2952","0.8304"
"1.8000","0.2986","0.8299"
"1.8200","0.3021","0.8301"
"1.8400","0.3054","0.8305"
"1.8600","0.3086","0.8303"
"1.8800","0.3120","0.8300"
"1.9000","0.3154","0.8304"
"1.9200","0.3186","0.8304"
"1.9400","0.3220","0.8305"
"1.9600","0.3254","0.8309"
"1.9800","0.3287","0.8306"
"2.0000","0.3319","0.8302"
"2.0200","0.3353","0.8304"
"2.0400","0.3388","0.8304"
"2.0600","0.3420","0.8305"
"2.0800","0.3453","0.8302"
"2.1000","0.3487","0.8306"
"2.1200","0.3521","0.8309"
"2.1400","0.3553","0.8304"
"2.1600","0.3587","0.8302"
"2.1800","0.3621","0.8304"
"2.2000","0.3654","0.8310"
"2.2200","0.3686","0.8303"
"2.2400","0.3720","0.8301"
"2.2600","0.3754","0.8302"
"2.2800","0.3786","0.8303"
"2.3000","0.3819","0.8303"
"2.3200","0.3854","0.8309"
"2.3400","0.3887","0.8308"
"2.3600","0.3920","0.8305"
"2.3800","0.3954","0.8306"
"2.4000","0.3988","0.8307"
"2.4200","0.4020","0.8308"
"2.4400","0.4054","0.8304"
"2.4600","0.4088","0.8306"
"2.4800","0.4121","0.8310"
"2.5000","0.4153","0.8309"
"2.5200","0.4186","0.8309"
"2.5400","0.4221","0.8308"
"2.5600","0.4252","0.8309"
"2.5800","0.4286","0.8305"
"2.6000","0.4320","0.8306"
"2.6200","0.4354","0.8307"
"2.6400","0.4386","0.8308"
"2.6600","0.4420","0.8308"
"2.6800","0.4454","0.8312"
"2.7000","0.4487","0.8312"
"2.7200","0.4520","0.8311"
"2.7400","0.4554","0.8311"
"2.7600","0.4588","0.8311"
"2.7800","0.4619","0.8311"
"2.8000","0.4653","0.8309"
"2.8200","0.4688","0.8310"
"2.8400","0.4720","0.8313"
"2.8600","0.4753","0.8316"
"2.8800","0.4787","0.8317"
"2.9000","0.4821","0.8316"
"2.9200","0.4853","0.8317"
"2.9400","0.4886","0.8316"
"2.9600","0.4921","0.8317"
"2.9800","0.4954","0.8326"
"3.0000","0.4986","0.8321"
"3.0200","0.5020","0.8325"
"3.0400","0.5054","0.8328"
"3.0600","0.5086","0.8331"
"3.0800","0.5120","0.8329"
"3.1000","0.5154","0.8333"
"3.1200","0.5188","0.8338"
"3.1400","0.5219","0.8341"
"3.1600","0.5254","0.8337"
"3.1800","0.5288","0.8339"
"3.2000","0.5321","0.8346"
"3.2200","0.5354","0.8347"
"3.2400","0.5388","0.8350"
"3.2600","0.5421","0.8355"
"3.2800","0.5452","0.8357"
"3.3000","0.5486","0.8360"
"3.3200","0.5521","0.8366"
"3.3400","0.5553","0.8367"
"3.3600","0.5586","0.8367"
"3.3800","0.5620","0.8373"
"3.4000","0.5654","0.8385"
"3.4200","0.5686","0.8386"
"3.4400","0.5720","0.8383"
"3.4600","0.5754","0.8387"
"3.4800","0.5788","0.8391"
"3.5000","0.5820","0.8396"
"3.5200","0.5854","0.8403"
"3.5400","0.5888","0.8407"
"3.5600","0.5920","0.8411"
"3.5800","0.5953","0.8414"
"3.6000","0.5987","0.8420"
"3.6200","0.6021","0.8424"
"3.6400","0.6052","0.8423"
"3.6600","0.6086","0.8422"
"3.6800","0.6120","0.8432"
"3.7000","0.6153","0.8443"
"3.7200","0.6186","0.8444"
"3.7400","0.6219","0.8449"
"3.7600","0.6254","0.8457"
"3.7800","0.6286","0.8458"
"3.8000","0.6320","0.8457"
"3.8200","0.6354","0.8460"
"3.8400","0.6387","0.8462"
"3.8600","0.6419","0.8462"
"3.8800","0.6453","0.8470"
"3.9000","0.6488","0.8478"
"3.9200","0.6519","0.8480"
"3.9400","0.6553","0.8482"
"3.9600","0.6587","0.8484"
"3.9800","0.6621","0.8484"
"4.0000","0.6653","0.8485"
"4.0200","0.6687","0.8489"
"4.0400","0.6721","0.8496"
"4.0600","0.6753","0.8501"
"4.0800","0.6786","0.8502"
"4.1000","0.6820","0.8511"
"4.1200","0.6854","0.8514"
"4.1400","0.6886","0.8514"
"4.1600","0.6920","0.8518"
"4.1800","0.6954","0.8524"
"4.2000","0.6986","0.8527"
"4.2200","0.7019","0.8529"
"4.2400","0.7054","0.8534"
"4.2600","0.7088","0.8536"
"4.2800","0.7119","0.8540"
"4.3000","0.7154","0.8542"
"4.3200","0.7188","0.8543"
"4.3400","0.7221","0.8544"
"4.3600","0.7253","0.8541"
"4.3800","0.7286","0.8547"
"4.4000","0.7321","0.8559"
"4.4200","0.7352","0.8565"
"4.4400","0.7386","0.8564"
"4.4600","0.7421","0.8565"
"4.4800","0.7454","0.8575"
"4.5000","0.7486","0.8580"
"4.5200","0.7521","0.8583"
"4.5400","0.7554","0.8584"
"4.5600","0.7586","0.8585"
"4.5800","0.7620","0.8587"
"4.6000","0.7654","0.8592"
"4.6200","0.7688","0.8598"
"4.6400","0.7719","0.8601"
"4.6600","0.7754","0.8604"
"4.6800","0.7788","0.8609"
"4.7000","0.7819","0.8614"
"4.7200","0.7853","0.8613"
"4.7400","0.7887","0.8613"
"4.7600","0.7921","0.8618"
"4.7800","0.7952","0.8624"
"4.8000","0.7986","0.8628"
"4.8200","0.8021","0.8633"
"4.8400","0.8054","0.8636"
"4.8600","0.8086","0.8638"
"4.8800","0.8120","0.8639"
"4.9000","0.8154","0.8644"
"4.9200","0.8186","0.8645"
"4.9400","0.8219","0.8644"
"4.9600","0.8254","0.8649"
"4.9800","0.8287","0.8654"
"5.0000","0.8319","0.8656"
"5.0200","0.8354","0.8658"
"5.0400","0.8388","0.8663"
"5.0600","0.8419","0.8666"
"5.0800","0.8453","0.8664"
"5.1000","0.8487","0.8669"
"5.1200","0.8521","0.8674"
"5.1400","0.8552","0.8678"
"5.1600","0.8586","0.8680"
"5.1800","0.8621","0.8685"
"5.2000","0.8653","0.8689"
"5.2200","0.8686","0.8688"
"5.2400","0.8720","0.8691"
"5.2600","0.8754","0.8693"
"5.2800","0.8786","0.8697"
"5.3000","0.8820","0.8701"
"5.3200","0.8854","0.8709"
"5.3400","0.8888","0.8714"
"5.3600","0.8920","0.8716"
"5.3800","0.8954","0.8720"
"5.4000","0.8988","0.8720"
"5.4200","0.9019","0.8726"
"5.4400","0.9053","0.8730"
"5.4600","0.9086","0.8730"
"5.4800","0.9120","0.8731"
"5.5000","0.9152","0.8732"
"5.5200","0.9186","0.8733"
"5.5400","0.9221","0.8738"
"5.5600","0.9253","0.8743"
"5.5800","0.9287","0.8747"
"5.6000","0.9321","0.8753"
"5.6200","0.9354","0.8758"
"5.6400","0.9386","0.8761"
"5.6600","0.9420","0.8763"
"5.6800","0.9454","0.8767"
"5.7000","0.9486","0.8768"
"5.7200","0.9519","0.8769"
"5.7400","0.9553","0.8776"
"5.7600","0.9588","0.8782"
"5.7800","0.9619","0.8783"
"5.8000","0.9654","0.8784"
"5.8200","0.9688","0.8784"
"5.8400","0.9720","0.8788"
"5.8600","0.9753","0.8791"
"5.8800","0.9787","0.8793"
"5.9000","0.9821","0.8798"
"5.9200","0.9853","0.8806"
"5.9400","0.9887","0.8803"
"5.9600","0.9921","0.8806"
"5.9800","0.9954","0.8810"
"6.0000","0.9986","0.8816"
"6.0200","1.0019","0.8821"
"6.0400","1.0054","0.8830"
"6.0600","1.0086","0.8829"
"6.0800","1.0119","0.8823"
"6.1000","1.0154","0.8828"
"6.1200","1.0188","0.8835"
"6.1400","1.0219","0.8839"
"6.1600","1.0254","0.8845"
"6.1800","1.0288","0.8847"
"6.2000","1.0320","0.8849"
"6.2200","1.0353","0.8846"
"6.2400","1.0387","0.8852"
"6.2600","1.0420","0.8855"
"6.2800","1.0452","0.8860"
"6.3000","1.0486","0.8865"
"6.3200","1.0521","0.8871"
"6.3400","1.0554","0.8874"
"6.3600","1.0586","0.8876"
"6.3800","1.0620","0.8881"
"6.4000","1.0654","0.8886"
"6.4200","1.0686","0.8883"
"6.4400","1.0720","0.8883"
"6.4600","1.0754","0.8888"
"6.4800","1.0788","0.8890"
"6.5000","1.0819","0.8895"
"6.5200","1.0853","0.8899"
"6.5400","1.0888","0.8899"
"6.5600","1.0919","0.8904"
"6.5800","1.0953","0.8908"
"6.6000","1.0987","0.8912"
"6.6200","1.1021","0.8918"
"6.6400","1.1053","0.8918"
"6.6600","1.1087","0.8920"
"6.6800","1.1121","0.8925"
"6.7000","1.1154","0.8932"
"6.7200","1.1187","0.8929"
"6.7400","1.1221","0.8930"
"6.7600","1.1254","0.8935"
"6.7800","1.1286","0.8935"
"6.8000","1.1320","0.8939"
"6.8200","1.1354","0.8947"
"6.8400","1.1387","0.8949"
"6.8600","1.1419","0.8944"
"6.8800","1.1454","0.8949"
"6.9000","1.1488","0.8953"
"6.9200","1.1520","0.8960"
"6.9400","1.1553","0.8962"
"6.9600","1.1587","0.8966"
"6.9800","1.1620","0.8969"
"7.0000","1.1652","0.8971"
"7.0200","1.1686","0.8972"
"7.0400","1.1721","0.8975"
"7.0600","1.1753","0.8979"
"7.0800","1.1786","0.8979"
"7.1000","1.1820","0.8986"
"7.1200","1.1854","0.8993"
"7.1400","1.1886","0.8994"
"7.1600","1.1920","0.8994"
"7.1800","1.1954","0.8995"
"7.2000","1.1987","0.8998"
"7.2200","1.2020","0.8998"
"7.2400","1.2054","0.9001"
"7.2600","1.2088","0.9006"
"7.2800","1.2119","0.9012"
"7.3000","1.2153","0.9015"
"7.3200","1.2187","0.9019"
"7.3400","1.2220","0.9022"
"7.3600","1.2253","0.9021"
"7.3800","1.2287","0.9024"
"7.4000","1.2321","0.9026"
"7.4200","1.2353","0.9031"
"7.4400","1.2386","0.9033"
"7.4600","1.2421","0.9042"
"7.4800","1.2454","0.9048"
"7.5000","1.2486","0.9046"
"7.5200","1.2520","0.9044"
"7.5400","1.2554","0.9051"
"7.5600","1.2586","0.9055"
"7.5800","1.2619","0.9051"
"7.6000","1.2653","0.9057"
"7.6200","1.2688","0.9066"
"7.6400","1.2719","0.9068"
"7.6600","1.2753","0.9073"
"7.6800","1.2788","0.9078"
"7.7000","1.2820","0.9079"
"7.7200","1.2853","0.9080"
"7.7400","1.2887","0.9079"
"7.7600","1.2921","0.9085"
"7.7800","1.2952","0.9090"
"7.8000","1.2986","0.9092"
"7.8200","1.3020","0.9091"
"7.8400","1.3052","0.9096"
"7.8600","1.3085","0.9099"
"7.8800","1.3119","0.9102"
"7.9000","1.3154","0.9111"
"7.9200","1.3186","0.9112"
"7.9400","1.3219","0.9114"
"7.9600","1.3254","0.9116"
"7.9800","1.3288","0.9123"
"8.0000","1.3319","0.9126"
"8.0200","1.3353","0.9128"
"8.0400","1.3388","0.9127"
"8.0600","1.3420","0.9131"
"8.0800","1.3453","0.9133"
"8.1000","1.3487","0.9136"
"8.1200","1.3521","0.9142"
"8.1400","1.3552","0.9145"
"8.1600","1.3587","0.9147"
"8.1800","1.3621","0.9152"
"8.2000","1.3654","0.9159"
"8.2200","1.3687","0.9156"
"8.2400","1.3721","0.9157"
"8.2600","1.3754","0.9163"
"8.2800","1.3786","0.9164"
"8.3000","1.3820","0.9165"
"8.3200","1.3854","0.9171"
"8.3400","1.3887","0.9173"
"8.3600","1.3919","0.9173"
"8.3800","1.3954","0.9177"
"8.4000","1.3987","0.9181"
"8.4200","1.4020","0.9185"
"8.4400","1.4053","0.9182"
"8.4600","1.4088","0.9188"
"8.4800","1.4121","0.9192"
"8.5000","1.4153","0.9196"
"8.5200","1.4187","0.9198"
"8.5400","1.4221","0.9199"
"8.5600","1.4253","0.9202"
"8.5800","1.4287","0.9199"
"8.6000","1.4321","0.9201"
"8.6200","1.4354","0.9206"
"8.6400","1.4386","0.9209"
"8.6600","1.4419","0.9208"
"8.6800","1.4454","0.9214"
"8.7000","1.4486","0.9217"
"8.7200","1.4519","0.9218"
"8.7400","1.4554","0.9226"
"8.7600","1.4588","0.9231"
"8.7800","1.4620","0.9233"
"8.8000","1.4654","0.9236"
"8.8200","1.4688","0.9240"
"8.8400","1.4721","0.9240"
"8.8600","1.4753","0.9242"
"8.8800","1.4787","0.9243"
"8.9000","1.4821","0.9245"
"8.9200","1.4853","0.9252"
"8.9400","1.4886","0.9253"
"8.9600","1.4921","0.9254"
"8.9800","1.4954","0.9257"
"9.0000","1.4986","0.9260"
"9.0200","1.5021","0.9259"
"9.0400","1.5054","0.9263"
"9.0600","1.5086","0.9266"
"9.0800","1.5120","0.9271"
"9.1000","1.5154","0.9277"
"9.1200","1.5188","0.9281"
"9.1400","1.5219","0.9281"
"9.1600","1.5254","0.9283"
"9.1800","1.5287","0.9287"
"9.2000","1.5319","0.9291"
"9.2200","1.5353","0.9295"
"9.2400","1.5387","0.9297"
"9.2600","1.5421","0.9299"
"9.2800","1.5452","0.9300"
"9.3000","1.5487","0.9303"
"9.3200","1.5521","0.9307"
"9.3400","1.5553","0.9309"
"9.3600","1.5586","0.9309"
"9.3800","1.5619","0.9312"
"9.4000","1.5654","0.9322"
"9.4200","1.5686","0.9325"
"9.4400","1.5719","0.9323"
"9.4600","1.5753","0.9329"
"9.4800","1.5787","0.9334"
"9.5000","1.5819","0.9334"
"9.5200","1.5853","0.9338"
"9.5400","1.5888","0.9342"
"9.5600","1.5920","0.9342"
"9.5800","1.5953","0.9343"
"9.6000","1.5987","0.9349"
"9.6200","1.6020","0.9354"
"9.6400","1.6051","0.9356"
"9.6600","1.6086","0.9361"
"9.6800","1.6120","0.9368"
"9.7000","1.6153","0.9373"
"9.7200","1.6186","0.9372"
"9.7400","1.6220","0.9373"
"9.7600","1.6254","0.9379"
"9.7800","1.6286","0.9382"
"9.8000","1.6321","0.9385"
"9.8200","1.6354","0.9387"
"9.8400","1.6388","0.9389"
"9.8600","1.6420","0.9389"
"9.8800","1.6454","0.9392"
"9.9000","1.6488","0.9397"
"9.9200","1.6520","0.9402"
"9.9400","1.6554","0.9402"
"9.9600","1.6588","0.9406"
"9.9800","1.6621","0.9410"
"10.0000","1.6653","0.9410"
"10.0200","1.6686","0.9412"
"10.0400","1.6721","0.9417"
"10.0600","1.6753","0.9423"
"10.0800","1.6787","0.9421"
"10.1000","1.6821","0.9422"
"10.1200","1.6854","0.9429"
"10.1400","1.6886","0.9430"
"10.1600","1.6920","0.9431"
"10.1800","1.6954","0.9434"
"10.2000","1.6987","0.9437"
"10.2200","1.7020","0.9438"
"10.2400","1.7054","0.9440"
"10.2600","1.7088","0.9446"
"10.2800","1.7119","0.9449"
"10.3000","1.7153","0.9447"
"10.3200","1.7188","0.9449"
"10.3400","1.7220","0.9451"
"10.3600","1.7253","0.9454"
"10.3800","1.7287","0.9460"
"10.4000","1.7321","0.9464"
"10.4200","1.7352","0.9470"
"10.4400","1.7386","0.9472"
"10.4600","1.7421","0.9477"
"10.4800","1.7454","0.9480"
"10.5000","1.7486","0.9476"
"10.5200","1.7520","0.9474"
"10.5400","1.7554","0.9474"
"10.5600","1.7586","0.9475"
"10.5800","1.7619","0.9480"
"10.6000","1.7653","0.9487"
"10.6200","1.7687","0.9494"
"10.6400","1.7719","0.9497"
"10.6600","1.7754","0.9496"
"10.6800","1.7787","0.9495"
"10.7000","1.7820","0.9501"
"10.7200","1.7853","0.9505"
"10.7400","1.7887","0.9507"
"10.7600","1.7921","0.9510"
"10.7800","1.7953","0.9515"
"10.8000","1.7986","0.9514"
"10.8200","1.8021","0.9521"
"10.8400","1.8054","0.9522"
"10.8600","1.8086","0.9520"
"10.8800","1.8120","0.9522"
"10.9000","1.8154","0.9527"
"10.9200","1.8186","0.9528"
"10.9400","1.8219","0.9532"
"10.9600","1.8254","0.9540"
"10.9800","1.8287","0.9544"
"11.0000","1.8319","0.9547"
"11.0200","1.8354","0.9550"
"11.0400","1.8388","0.9554"
"11.0600","1.8420","0.9556"
"11.0800","1.8453","0.9559"
"11.1000","1.8487","0.9563"
"11.1200","1.8521","0.9563"
"11.1400","1.8552","0.9561"
"11.1600","1.8586","0.9565"
"11.1800","1.8621","0.9574"
"11.2000","1.8653","0.9574"
"11.2200","1.8686","0.9574"
"11.2400","1.8719","0.9580"
"11.2600","1.8754","0.9585"
"11.2800","1.8786","0.9587"
"11.3000","1.8820","0.9587"
"11.3200","1.8854","0.9588"
"11.3400","1.8887","0.9592"
"11.3600","1.8920","0.9592"
"11.3800","1.8954","0.9595"
"11.4000","1.8988","0.9601"
"11.4200","1.9020","0.9607"
"11.4400","1.9054","0.9605"
"11.4600","1.9088","0.9610"
"11.4800","1.9121","0.9617"
"11.5000","1.9153","0.9619"
"11.5200","1.9187","0.9621"
"11.5400","1.9221","0.9622"
"11.5600","1.9253","0.9626"
"11.5800","1.9287","0.9626"
"11.6000","1.9320","0.9631"
"11.6200","1.9354","0.9634"
"11.6400","1.9386","0.9631"
"11.6600","1.9419","0.9634"
"11.6800","1.9453","0.9642"
"11.7000","1.9486","0.9643"
"11.7200","1.9519","0.9641"
"11.7400","1.9553","0.9647"
"11.7600","1.9588","0.9649"
"11.7800","1.9620","0.9655"
"11.8000","1.9654","0.9659"
"11.8200","1.9688","0.9660"
"11.8400","1.9721","0.9662"
"11.8600","1.9753","0.9659"
"11.8800","1.9787","0.9661"
"11.9000","1.9821","0.9665"
"11.9200","1.9852","0.9671"
"11.9400","1.9886","0.9673"
"11.9600","1.9920","0.9677"
"11.9800","1.9954","0.9679"
"12.0000","1.9986","0.9684"
"12.0200","2.0020","0.9686"
"12.0400","2.0054","0.9686"
"12.0600","2.0087","0.9688"
"12.0800","2.0120","0.9690"
"12.1000","2.0154","0.9694"
"12.1200","2.0188","0.9699"
"12.1400","2.0219","0.9702"
"12.1600","2.0254","0.9700"
"12.1800","2.0287","0.9702"
"12.2000","2.0319","0.9709"
"12.2200","2.0352","0.9712"
"12.2400","2.0386","0.9713"
"12.2600","2.0421","0.9714"
"12.2800","2.0452","0.9715"
"12.3000","2.0486","0.9718"
"12.3200","2.0521","0.9723"
"12.3400","2.0554","0.9729"
"12.3600","2.0587","0.9728"
"12.3800","2.0621","0.9727"
"12.4000","2.0654","0.9731"
"12.4200","2.0686","0.9733"
"12.4400","2.0719","0.9731"
"12.4600","2.0754","0.9739"
"12.4800","2.0787","0.9744"
"12.5000","2.0819","0.9748"
"12.5200","2.0853","0.9753"
"12.5400","2.0888","0.9755"
"12.5600","2.0920","0.9758"
"12.5800","2.0954","0.9754"
"12.6000","2.0987","0.9757"
"12.6200","2.1022","0.9764"
"12.6400","2.1053","0.9763"
"12.6600","2.1087","0.9763"
"12.6800","2.1121","0.9771"
"12.7000","2.1154","0.9779"
"12.7200","2.1186","0.9779"
"12.7400","2.1220","0.9779"
"12.7600","2.1254","0.9780"
"12.7800","2.1285","0.9783"
"12.8000","2.1319","0.9787"
"12.8200","2.1353","0.9792"
"12.8400","2.1387","0.9793"
"12.8600","2.1419","0.9793"
"12.8800","2.1454","0.9796"
"12.9000","2.1488","0.9799"
"12.9200","2.1520","0.9803"
"12.9400","2.1554","0.9804"
"12.9600","2.1588","0.9807"
"12.9800","2.1621","0.9809"
"13.0000","2.1653","0.9815"
"13.0200","2.1687","0.9819"
"13.0400","2.1721","0.9822"
"13.0600","2.1753","0.9825"
"13.0800","2.1787","0.9826"
"13.1000","2.1821","0.9827"
"13.1200","2.1854","0.9828"
"13.1400","2.1886","0.9831"
"13.1600","2.1920","0.9838"
"13.1800","2.1954","0.9845"
"13.2000","2.1986","0.9847"
"13.2200","2.2019","0.9846"
"13.2400","2.2053","0.9848"
"13.2600","2.2087","0.9849"
"13.2800","2.2119","0.9851"
"13.3000","2.2153","0.9853"
"13.3200","2.2187","0.9856"
"13.3400","2.2220","0.9861"
"13.3600","2.2253","0.9863"
"13.3800","2.2287","0.9866"
"13.4000","2.2321","0.9867"
"13.4200","2.2352","0.9873"
"13.4400","2.2387","0.9875"
"13.4600","2.2421","0.9878"
"13.4800","2.2454","0.9878"
"13.5000","2.2486","0.9880"
"13.5200","2.2520","0.9882"
"13.5400","2.2554","0.9885"
"13.5600","2.2586","0.9887"
"13.5800","2.2619","0.9885"
"13.6000","2.2654","0.9894"
"13.6200","2.2688","0.9897"
"13.6400","2.2719","0.9898"
"13.6600","2.2754","0.9896"
"13.6800","2.2788","0.9899"
"13.7000","2.2820","0.9908"
"13.7200","2.2853","0.9910"
"13.7400","2.2887","0.9908"
"13.7600","2.2921","0.9912"
"13.7800","2.2953","0.9919"
"13.8000","2.2986","0.9918"
"13.8200","2.3021","0.9925"
"13.8400","2.3053","0.9929"
"13.8600","2.3086","0.9925"
"13.8800","2.3120","0.9929"
"13.9000","2.3154","0.9932"
"13.9200","2.3186","0.9931"
"13.9400","2.3220","0.9932"
"13.9600","2.3254","0.9935"
"13.9800","2.3288","0.9935"
"14.0000","2.3320","0.9935"
"14.0200","2.3354","0.9938"
"14.0400","2.3388","0.9940"
"14.0600","2.3420","0.9947"
"14.0800","2.3453","0.9948"
"14.1000","2.3487","0.9951"
"14.1200","2.3521","0.9952"
"14.1400","2.3552","0.9952"
"14.1600","2.3586","0.9958"
"14.1800","2.3621","0.9962"
"14.2000","2.3653","0.9962"
"14.2200","2.3686","0.9958"
"14.2400","2.3720","0.9966"
"14.2600","2.3754","0.9975"
"14.2800","2.3786","0.9976"
"14.3000","2.3820","0.9974"
"14.3200","2.3854","0.9981"
"14.3400","2.3887","0.9984"
"14.3600","2.3919","0.9985"
"14.3800","2.3953","0.9988"
"14.4000","2.3987","0.9993"
"14.4200","2.4019","0.9995"
"14.4400","2.4053","0.9995"
"14.4600","2.4087","0.9996"
"14.4800","2.4121","1.0001"
"14.5000","2.4153","1.0005"
"14.5200","2.4187","1.0007"
"14.5400","2.4221","1.0009"
"14.5600","2.4253","1.0015"
"14.5800","2.4286","1.0014"
"14.6000","2.4320","1.0017"
"14.6200","2.4354","1.0020"
"14.6400","2.4386","1.0021"
"14.6600","2.4419","1.0025"
"14.6800","2.4454","1.0033"
"14.7000","2.4486","1.0035"
"14.7200","2.4519","1.0034"
"14.7400","2.4554","1.0040"
"14.7600","2.4588","1.0047"
"14.7800","2.4619","1.0049"
"14.8000","2.4654","1.0049"
"14.8200","2.4688","1.0047"
"14.8400","2.4721","1.0049"
"14.8600","2.4753","1.0048"
"14.8800","2.4787","1.0049"
"14.9000","2.4821","1.0055"
"14.9200","2.4853","1.0063"
"14.9400","2.4886","1.0062"
"14.9600","2.4921","1.0063"
"14.9800","2.4954","1.0066"
"15.0000","2.4986","1.0068"
"15.0200","2.5020","1.0066"
"15.0400","2.5054","1.0075"
"15.0600","2.5086","1.0079"
"15.0800","2.5120","1.0080"
"15.1000","2.5154","1.0082"
"15.1200","2.5188","1.0082"
"15.1400","2.5219","1.0084"
"15.1600","2.5254","1.0087"
"15.1800","2.5288","1.0091"
"15.2000","2.5320","1.0096"
"15.2200","2.5353","1.0095"
"15.2400","2.5387","1.0099"
"15.2600","2.5421","1.0101"
"15.2800","2.5453","1.0102"
"15.3000","2.5486","1.0108"
"15.3200","2.5521","1.0115"
"15.3400","2.5554","1.0117"
"15.3600","2.5586","1.0116"
"15.3800","2.5620","1.0116"
"15.4000","2.5654","1.0118"
"15.4200","2.5686","1.0119"
"15.4400","2.5719","1.0120"
"15.4600","2.5754","1.0128"
"15.4800","2.5788","1.0133"
"15.5000","2.5819","1.0136"
"15.5200","2.5854","1.0139"
"15.5400","2.5888","1.0139"
"15.5600","2.5920","1.0139"
"15.5800","2.5953","1.0138"
"15.6000","2.5987","1.0143"
"15.6200","2.6021","1.0148"
"15.6400","2.6052","1.0149"
"15.6600","2.6086","1.0147"
"15.6800","2.6121","1.0151"
"15.7000","2.6153","1.0155"
"15.7200","2.6186","1.0153"
"15.7400","2.6220","1.0155"
"15.7600","2.6254","1.0162"
"15.7800","2.6286","1.0161"
"15.8000","2.6320","1.0158"
"15.8200","2.6354","1.0164"
"15.8400","2.6387","1.0169"
"15.8600","2.6420","1.0170"
"15.8800","2.6454","1.0175"
"15.9000","2.6488","1.0176"
"15.9200","2.6520","1.0178"
"15.9400","2.6553","1.0184"
"15.9600","2.6587","1.0184"
"15.9800","2.6621","1.0189"
"16.0000","2.6653","1.0194"
"16.0200","2.6687","1.0194"
"16.0400","2.6721","1.0194"
"16.0600","2.6753","1.0199"
"16.0800","2.6786","1.0195"
"16.1000","2.6820","1.0199"
"16.1200","2.6854","1.0203"
"16.1400","2.6886","1.0203"
"16.1600","2.6920","1.0205"
"16.1800","2.6954","1.0212"
"16.2000","2.6987","1.0214"
"16.2200","2.7020","1.0214"
"16.2400","2.7054","1.0219"
"16.2600","2.7088","1.0224"
"16.2800","2.7120","1.0224"
"16.3000","2.7154","1.0226"
"16.3200","2.7188","1.0229"
"16.3400","2.7221","1.0231"
"16.3600","2.7253","1.0231"
"16.3800","2.7287","1.0235"
"16.4000","2.7321","1.0237"
"16.4200","2.7353","1.0237"
